County,State,CBSA Code,CBSA Title,Latitude,Longitude
Le Sueur County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.461555,-93.9151438
Leavenworth County,Kansas,28140,"Kansas City, MO-KS",39.1713075,-95.01824599999999
Lebanon County,Pennsylvania,30140,"Lebanon, PA",40.3666686,-76.5025742
Lee County,Florida,15980,"Cape Coral-Fort Myers, FL",26.6630286,-81.9534815
Lee County,Alabama,12220,"Auburn-Opelika, AL",32.5888702,-85.39627689999999
Lee County,Georgia,10500,"Albany, GA",31.8128435,-84.14351359999999
Lehigh County,Pennsylvania,10900,"Allentown-Bethlehem-Easton, PA-NJ",40.6519679,-75.5742467
Leon County,Florida,45220,"Tallahassee, FL",30.4906177,-84.1857115
Lexington County,South Carolina,17900,"Columbia, SC",33.9309651,-81.2518833
Liberty County,Georgia,25980,"Hinesville, GA",31.842969,-81.47183869999999
Liberty County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",30.1633593,-94.81059549999999
Licking County,Ohio,18140,"Columbus, OH",40.1460895,-82.4752757
Limestone County,Alabama,26620,"Huntsville, AL",34.78000720000001,-86.9423801
Lincoln County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",38.1761009,-82.08429009999999
Lincoln County,Arkansas,38220,"Pine Bluff, AR",33.9185116,-91.714958
Lincoln County,Oklahoma,36420,"Oklahoma City, OK",35.6342646,-96.83509989999999
Lincoln County,South Dakota,43620,"Sioux Falls, SD",43.2026862,-96.83509989999999
Lincoln County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",35.4637028,-81.20781640000001
Lincoln County,Missouri,41180,"St. Louis, MO-IL",39.0669568,-90.9820668
Lincoln County,Georgia,12260,"Augusta-Richmond County, GA-SC",33.7875101,-82.4319405
Linn County,Oregon,10540,"Albany, OR",44.4099768,-122.53401
Linn County,Kansas,28140,"Kansas City, MO-KS",38.1339574,-94.81059549999999
Linn County,Iowa,16300,"Cedar Rapids, IA",42.0659844,-91.67606909999999
Little River County,Arkansas,45500,"Texarkana, TX-AR",33.6808926,-94.19234000000002
Livingston County,New York,40380,"Rochester, NY",42.7576923,-77.8367282
Livingston County,Michigan,19820,"Detroit-Warren-Dearborn, MI",42.6207951,-83.8473015
Livingston Parish,Louisiana,12940,"Baton Rouge, LA",30.4340146,-90.6773046
Logan County,Oklahoma,36420,"Oklahoma City, OK",35.9404623,-97.5247243
Loíza Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4298388,-65.87745
Long County,Georgia,25980,"Hinesville, GA",31.7755541,-81.8224362
Lonoke County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.7591647,-91.9099238
Lorain County,Ohio,17460,"Cleveland-Elyria, OH",41.4116881,-82.12783999999999
Los Angeles County,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.0522265,-118.2436596
Loudon County,Tennessee,28940,"Knoxville, TN",35.7374411,-84.3121264
Loudoun County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.076767,-77.6536125
Lowndes County,Alabama,33860,"Montgomery, AL",32.221464,-86.6611083
Lowndes County,Georgia,46660,"Valdosta, GA",30.8600022,-83.2934086
Lubbock County,Texas,31180,"Lubbock, TX",33.6753624,-101.7979613
Lucas County,Ohio,45780,"Toledo, OH",41.6894388,-83.3789389
Luquillo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3789857,-65.7206559
Luzerne County,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA",41.1404353,-75.9927652
Lycoming County,Pennsylvania,48700,"Williamsport, PA",41.2720004,-77.10249019999999
Lynchburg city,Virginia,31340,"Lynchburg, VA",37.4137536,-79.14224639999999
Lynn County,Texas,31180,"Lubbock, TX",33.1446401,-101.7979613
Macomb County,Michigan,19820,"Detroit-Warren-Dearborn, MI",42.7168759,-82.82097399999999
Macon County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.4983882,-85.971322
Macon County,Illinois,19500,"Decatur, IL",39.8949055,-89.0179332
Macoupin County,Illinois,41180,"St. Louis, MO-IL",39.2375268,-89.9253233
Madera County,California,31460,"Madera, CA",37.251926,-119.6962677
Madison County,New York,45060,"Syracuse, NY",42.98059749999999,-75.8069082
Madison County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",35.9466415,-93.66232389999999
Madison County,Alabama,26620,"Huntsville, AL",34.72397309999999,-86.49965460000001
Madison County,Mississippi,27140,"Jackson, MS",32.6729459,-90.0373201
Madison County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",40.1469349,-85.684578
Madison County,Ohio,18140,"Columbus, OH",39.9154985,-83.3789389
Madison County,Tennessee,27180,"Jackson, TN",35.6479574,-88.86469799999999
Madison County,North Carolina,11700,"Asheville, NC",35.8237518,-82.6915429
Madison County,Illinois,41180,"St. Louis, MO-IL",38.9041402,-89.9253233
Madison County,Iowa,19780,"Des Moines-West Des Moines, IA",41.2922367,-93.9878427
Madison County,Georgia,12020,"Athens-Clarke County, GA",34.0990245,-83.2077645
Mahoning County,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA",40.9871753,-80.7214417
Manassas city,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.7509488,-77.47526669999999
Manassas Park city,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.7840035,-77.4697111
Manatee County,Florida,35840,"North Port-Sarasota-Bradenton, FL",27.4799195,-82.34518899999999
Manatí Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.433005,-66.4758583
Marathon County,Wisconsin,48140,"Wausau, WI",44.850452,-89.8505012
Maricopa County,Arizona,38060,"Phoenix-Mesa-Scottsdale, AZ",33.2917968,-112.4291464
Marin County,California,41860,"San Francisco-Oakland-Hayward, CA",38.083403,-122.7633036
Marion County,Oregon,41420,"Salem, OR",44.8446393,-122.5927411
Marion County,Florida,36100,"Ocala, FL",29.2787765,-82.12783999999999
Marion County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.83618999999999,-86.17517590000001
Marion County,Tennessee,16860,"Chattanooga, TN-GA",35.0928512,-85.64348700000001
Marion County,Georgia,17980,"Columbus, GA-AL",32.328102,-84.5222189
Marshall County,West Virginia,48540,"Wheeling, WV-OH",39.8926818,-80.6770787
Marshall County,Mississippi,32820,"Memphis, TN-MS-AR",34.7729491,-89.4742177
Marshall County,Illinois,37900,"Peoria, IL",40.9972934,-89.3606298
Martin County,Florida,38940,"Port St. Lucie, FL",27.0804935,-80.4103957
Martin County,Texas,33260,"Midland, TX",32.2364722,-101.9804613
Matanuska-Susitna Borough,Alaska,11260,"Anchorage, AK",62.2599347,-150.1729153
Mathews County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.3912302,-76.317414
Maui County,Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",20.7983626,-156.3319253
Maunabo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.0071885,-65.8993289
Maury County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.6195242,-87.14228949999999
Mayagüez Municipio,Puerto Rico,32420,"Mayagüez, PR",18.2013452,-67.1451549
McClain County,Oklahoma,36420,"Oklahoma City, OK",35.0282316,-97.4814163
McCook County,South Dakota,43620,"Sioux Falls, SD",43.6310744,-97.35165579999999
McDonald County,Missouri,22220,"Fayetteville-Springdale-Rogers, AR-MO",36.617812,-94.315422
McDuffie County,Georgia,12260,"Augusta-Richmond County, GA-SC",33.5258626,-82.5185837
McHenry County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",42.3039993,-88.4016041
McIntosh County,Georgia,15260,"Brunswick, GA",31.4748147,-81.38393260000001
McLean County,Illinois,14010,"Bloomington, IL",40.5478429,-88.86469799999999
McLean County,Kentucky,36980,"Owensboro, KY",37.5644352,-87.2618328
McLennan County,Texas,47380,"Waco, TX",31.5182285,-97.179026
Meade County,South Dakota,39660,"Rapid City, SD",44.4415188,-102.6855069
Meade County,Kentucky,21060,"Elizabethtown-Fort Knox, KY",37.9601502,-86.21584969999999
Mecklenburg County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",35.2632655,-80.8543847
Medina County,Ohio,17460,"Cleveland-Elyria, OH",41.080133,-81.9534815
Medina County,Texas,41700,"San Antonio-New Braunfels, TX",29.2987871,-99.0128926
Menard County,Illinois,44100,"Springfield, IL",40.0221361,-89.81303559999999
Merced County,California,32900,"Merced, CA",37.2009788,-120.7120023
Mercer County,New Jersey,45940,"Trenton, NJ",40.3028533,-74.7337069
Mercer County,Pennsylvania,49660,"Youngstown-Warren-Boardman, OH-PA",41.2619821,-80.1875065
Mercer County,Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",41.1985037,-90.6773046
Meriwether County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.0561282,-84.68974949999999
Merrick County,Nebraska,24260,"Grand Island, NE",41.2031926,-98.0028892
Mesa County,Colorado,24300,"Grand Junction, CO",38.9585381,-108.6175626
Miami County,Ohio,19380,"Dayton, OH",40.081473,-84.1857115
Miami County,Kansas,28140,"Kansas City, MO-KS",38.6381689,-94.81059549999999
Miami-Dade County,Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25.5516034,-80.6326916
Middlesex County,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.46985050000001,-72.4731529
Middlesex County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH",42.467206,-71.2874209
Middlesex County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.4111363,-74.35874729999999
Midland County,Michigan,33220,"Midland, MI",43.57509779999999,-84.3542049
Midland County,Texas,33260,"Midland, TX",31.8781368,-101.9804613
Mille Lacs County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.9228403,-93.6218744
Miller County,Arkansas,45500,"Texarkana, TX-AR",33.3335556,-93.86553029999999
Mills County,Iowa,36540,"Omaha-Council Bluffs, NE-IA",41.0624496,-95.6457951
Milwaukee County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI",43.03879490000001,-87.9065334
Mineral County,West Virginia,19060,"Cumberland, MD-WV",39.4068988,-78.8835548
Minnehaha County,South Dakota,43620,"Sioux Falls, SD",43.6631787,-96.83509989999999
Missoula County,Montana,33540,"Missoula, MT",47.0240503,-113.6869923
Mobile County,Alabama,33660,"Mobile, AL",30.6082227,-88.24611829999999
Moca Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.3946688,-67.1132356
Mohave County,Arizona,29420,"Lake Havasu City-Kingman, AZ",35.2143346,-113.7632828
Moniteau County,Missouri,27620,"Jefferson City, MO",38.5827118,-92.5792482
Monmouth County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.2589455,-74.12399599999999
Monongalia County,West Virginia,34060,"Morgantown, WV",39.6695849,-79.96403389999999
Monroe County,New York,40380,"Rochester, NY",43.2841246,-77.7452081
Monroe County,Pennsylvania,20700,"East Stroudsburg, PA",41.0458376,-75.2479061
Monroe County,Indiana,14020,"Bloomington, IN",39.1851445,-86.49965460000001
Monroe County,Michigan,33780,"Monroe, MI",41.9738893,-83.5070203
Monroe County,Illinois,41180,"St. Louis, MO-IL",38.2742526,-90.1869644
Monroe County,Georgia,31420,"Macon-Bibb County, GA",32.9746846,-83.8897057
Montcalm County,Michigan,24340,"Grand Rapids-Wyoming, MI",43.3057341,-85.1894045
Monterey County,California,41500,"Salinas, CA",36.3136201,-121.3541631
Montgomery County,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.1547426,-77.2405153
Montgomery County,Pennsylvania,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.2290075,-75.3878525
Montgomery County,Alabama,33860,"Montgomery, AL",32.2077447,-86.17517590000001
Montgomery County,Ohio,19380,"Dayton, OH",39.7620028,-84.3542049
Montgomery County,Virginia,13980,"Blacksburg-Christiansburg-Radford, VA",37.2070304,-80.4103957
Montgomery County,Tennessee,17300,"Clarksville, TN-KY",36.4960406,-87.460397
Montgomery County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",30.3213482,-95.4777811
Montour County,Pennsylvania,14100,"Bloomsburg-Berwick, PA",41.02623029999999,-76.6874701
Morgan County,Utah,36260,"Ogden-Clearfield, UT",41.0576176,-111.6183755
Morgan County,Alabama,19460,"Decatur, AL",34.4240875,-86.86218269999999
Morgan County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.51168089999999,-86.3376761
Morgan County,Tennessee,28940,"Knoxville, TN",36.1004285,-84.6479124
Morgan County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.5794186,-83.46435509999999
Morovis Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.325785,-66.4065592
Morris County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.8336038,-74.54632819999999
Morrow County,Ohio,18140,"Columbus, OH",40.5303751,-82.8007993
Morton County,North Dakota,13900,"Bismarck, ND",46.6683872,-101.1621736
Multnomah County,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA",45.5145659,-122.5863211
Murray County,Georgia,19140,"Dalton, GA",34.7928029,-84.7315563
Muscogee County,Georgia,17980,"Columbus, GA-AL",32.4794133,-84.8984775
Muskegon County,Michigan,34740,"Muskegon, MI",43.2831969,-86.7416374
Naguabo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.2116247,-65.7348841
Napa County,California,34900,"Napa, CA",38.5024689,-122.2653887
Naranjito Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3007861,-66.2448904
Nash County,North Carolina,40580,"Rocky Mount, NC",35.9597948,-77.973865
Nassau County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.6546145,-73.55941279999999
Nassau County,Florida,27260,"Jacksonville, FL",30.5927334,-81.8224362
Natrona County,Wyoming,16220,"Casper, WY",42.8313837,-106.912251
Nelson County,Virginia,16820,"Charlottesville, VA",37.7478599,-78.8835548
New Castle County,Delaware,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.5392979,-75.667356
New Hanover County,North Carolina,48900,"Wilmington, NC",34.2154913,-77.88245959999999
New Haven County,Connecticut,35300,"New Haven-Milford, CT",41.3266911,-72.8042797
New Kent County,Virginia,40060,"Richmond, VA",37.4653757,-76.964306
New London County,Connecticut,35980,"Norwich-New London, CT",41.5185189,-72.0468164
New York County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.7830603,-73.9712488
Newport County,Rhode Island,39300,"Providence-Warwick, RI-MA",41.5016969,-71.2399037
Newport News city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.0870821,-76.4730122
Newton County,Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",40.9703076,-87.42075179999999
Newton County,Missouri,27900,"Joplin, MO",36.9618494,-94.315422
Newton County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.5544296,-83.8473015
Newton County,Texas,13140,"Beaumont-Port Arthur, TX",30.9359604,-93.66232389999999
Nez Perce County,Idaho,30300,"Lewiston, ID-WA",46.41818139999999,-116.622876
Niagara County,New York,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",43.3119496,-78.74762079999999
Nicollet County,Minnesota,31860,"Mankato-North Mankato, MN",44.3572855,-94.27436279999999
Norfolk city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8507689,-76.28587259999999
Norfolk County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH",42.17668,-71.1448516
Northampton County,Pennsylvania,10900,"Allentown-Bethlehem-Easton, PA-NJ",40.7749283,-75.294569
Nueces County,Texas,18580,"Corpus Christi, TX",27.7693351,-97.4814163
Oakland County,Michigan,19820,"Detroit-Warren-Dearborn, MI",42.59219239999999,-83.33618799999999
Ocean County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",39.9652553,-74.3118212
Oconee County,Georgia,12020,"Athens-Clarke County, GA",33.8231988,-83.4430118
Oconto County,Wisconsin,24580,"Green Bay, WI",44.8332991,-88.0118473
Oglethorpe County,Georgia,12020,"Athens-Clarke County, GA",33.9119731,-83.03613759999999
Ohio County,West Virginia,48540,"Wheeling, WV-OH",40.1111311,-80.610489
Ohio County,Indiana,17140,"Cincinnati, OH-KY-IN",38.9417259,-84.9609464
Okaloosa County,Florida,18880,"Crestview-Fort Walton Beach-Destin, FL",30.57734009999999,-86.6611083
Oklahoma County,Oklahoma,36420,"Oklahoma City, OK",35.6038323,-97.35165579999999
Okmulgee County,Oklahoma,46140,"Tulsa, OK",35.6795873,-95.9832577
Oldham County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.3560025,-85.47880649999999
Oldham County,Texas,11100,"Amarillo, TX",35.4247226,-102.6216211
Oliver County,North Dakota,13900,"Bismarck, ND",47.1217918,-101.342985
Olmsted County,Minnesota,40340,"Rochester, MN",43.995179,-92.38136209999999
Oneida County,New York,46540,"Utica-Rome, NY",43.2371798,-75.4344727
Onondaga County,New York,45060,"Syracuse, NY",43.026819,-76.17837390000001
Onslow County,North Carolina,27340,"Jacksonville, NC",34.6540094,-77.4701972
Ontario County,New York,40380,"Rochester, NY",42.85098379999999,-77.2864879
Orange County,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7174708,-117.8311428
Orange County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.3911653,-74.3118212
Orange County,Florida,36740,"Orlando-Kissimmee-Sanford, FL",28.4844995,-81.2518833
Orange County,North Carolina,20500,"Durham-Chapel Hill, NC",36.0263022,-79.1096901
Orange County,Texas,13140,"Beaumont-Port Arthur, TX",30.1484033,-93.86553029999999
Orleans County,New York,40380,"Rochester, NY",43.4088624,-78.2020387
Orleans Parish,Louisiana,35380,"New Orleans-Metairie, LA",29.95106579999999,-90.0715323
Orocovis Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.2269224,-66.3911686
Osage County,Oklahoma,46140,"Tulsa, OK",36.6189367,-96.2375947
Osage County,Kansas,45820,"Topeka, KS",38.6009003,-95.6457951
Osage County,Missouri,27620,"Jefferson City, MO",38.3853377,-91.9099238
Osceola County,Florida,36740,"Orlando-Kissimmee-Sanford, FL",28.1019838,-81.0754657
Oswego County,New York,45060,"Syracuse, NY",43.482533,-76.17837390000001
Ottawa County,Michigan,24340,"Grand Rapids-Wyoming, MI",42.95302299999999,-86.0937312
Ouachita Parish,Louisiana,33740,"Monroe, LA",32.4271852,-92.2236667
Outagamie County,Wisconsin,11540,"Appleton, WI",44.4636545,-88.4016041
Owen County,Indiana,14020,"Bloomington, IN",39.3603429,-86.8220341
Owyhee County,Idaho,14260,"Boise City, ID",42.6827359,-116.0622892
Ozaukee County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI",43.3819496,-87.6186379
Palm Beach County,Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",26.6514503,-80.2767327
Pamlico County,North Carolina,35100,"New Bern, NC",35.1337865,-76.6874701
Park County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.0897928,-105.5943388
Parker County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.7415519,-97.87216
Pasco County,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",28.3232418,-82.4319405
Passaic County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.1231647,-74.35874729999999
Patillas Municipio,Puerto Rico,25020,"Guayama, PR",18.0053051,-66.0154556
Paulding County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.9142037,-84.8984775
Pawnee County,Oklahoma,46140,"Tulsa, OK",36.2918339,-96.7065914
Peach County,Georgia,47580,"Warner Robins, GA",32.5892926,-83.8260884
Pend Oreille County,Washington,44060,"Spokane-Spokane Valley, WA",48.43590649999999,-117.3173375
Pender County,North Carolina,48900,"Wilmington, NC",34.5170729,-77.8367282
Pendleton County,Kentucky,17140,"Cincinnati, OH-KY-IN",38.7283386,-84.3962535
Pennington County,South Dakota,39660,"Rapid City, SD",43.8901111,-102.2547919
Penobscot County,Maine,12620,"Bangor, ME",45.3230777,-68.5806727
Peñuelas Municipio,Puerto Rico,38660,"Ponce, PR",18.0633577,-66.7273896
Peoria County,Illinois,37900,"Peoria, IL",40.7156396,-89.77553379999999
Perry County,Pennsylvania,25420,"Harrisburg-Carlisle, PA",40.371376,-77.2405153
Perry County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.96032,-92.8976254
Perry County,Mississippi,25620,"Hattiesburg, MS",31.1673115,-89.0179332
Perry County,Ohio,18140,"Columbus, OH",39.7641353,-82.25832969999999
Person County,North Carolina,20500,"Durham-Chapel Hill, NC",36.3528221,-78.9288242
Petersburg city,Virginia,40060,"Richmond, VA",37.2279279,-77.40192669999999
Philadelphia County,Pennsylvania,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9525839,-75.1652215
Piatt County,Illinois,16580,"Champaign-Urbana, IL",40.0543526,-88.55653099999999
Pickaway County,Ohio,18140,"Columbus, OH",39.687828,-82.99316069999999
Pickens County,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.9046217,-82.6483442
Pickens County,Alabama,46220,"Tuscaloosa, AL",33.3339954,-88.0900762
Pickens County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",34.4497166,-84.4592701
Pierce County,Washington,42660,"Seattle-Tacoma-Bellevue, WA",47.0675877,-122.1295269
Pierce County,Wisconsin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.7508921,-92.38136209999999
Pike County,Pennsylvania,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.3361875,-75.06111469999999
Pike County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.0881873,-84.3962535
Pima County,Arizona,46060,"Tucson, AZ",32.057499,-111.6660725
Pinal County,Arizona,38060,"Phoenix-Mesa-Scottsdale, AZ",32.8162061,-111.2845025
Pinellas County,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",27.876394,-82.7778579
Pitt County,North Carolina,24780,"Greenville, NC",35.5589221,-77.4242972
Placer County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA",39.0915751,-120.8039474
Plaquemines Parish,Louisiana,35380,"New Orleans-Metairie, LA",29.3240045,-89.4742177
Platte County,Missouri,28140,"Kansas City, MO-KS",39.34756489999999,-94.7691586
Plymouth County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH",41.9120406,-70.7168469
Plymouth County,Iowa,43580,"Sioux City, IA-NE-SD",42.776665,-96.15269850000001
Poinsett County,Arkansas,27860,"Jonesboro, AR",35.6078586,-90.6393702
Pointe Coupee Parish,Louisiana,12940,"Baton Rouge, LA",30.6102166,-91.5983959
Polk County,Oregon,41420,"Salem, OR",44.9266528,-123.4919256
Polk County,Florida,29460,"Lakeland-Winter Haven, FL",27.8617347,-81.6911559
Polk County,Minnesota,24220,"Grand Forks, ND-MN",47.6635085,-96.4170534
Polk County,Tennessee,17420,"Cleveland, TN",35.1371578,-84.56414699999999
Polk County,Iowa,19780,"Des Moines-West Des Moines, IA",41.6278423,-93.5003454
Polk County,Missouri,44180,"Springfield, MO",37.6766686,-93.33889169999999
Ponce Municipio,Puerto Rico,38660,"Ponce, PR",18.0110768,-66.6140616
Poquoson city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.1223664,-76.3457773
Portage County,Ohio,10420,"Akron, OH",41.1887572,-81.2518833
Porter County,Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.5248577,-87.10237459999999
Portsmouth city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8354258,-76.2982742
Posey County,Indiana,21780,"Evansville, IN-KY",38.0020359,-87.89424509999999
Pottawatomie County,Kansas,31740,"Manhattan, KS",39.3976344,-96.3226072
Pottawattamie County,Iowa,36540,"Omaha-Council Bluffs, NE-IA",41.3911501,-95.4777811
Potter County,Texas,11100,"Amarillo, TX",35.404373,-101.9804613
Powhatan County,Virginia,40060,"Richmond, VA",37.5643209,-77.88245959999999
Preston County,West Virginia,34060,"Morgantown, WV",39.5641007,-79.6951103
Prince George County,Virginia,40060,"Richmond, VA",37.1593052,-77.2405153
Prince George's County,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.78492110000001,-76.8720961
Prince William County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.7838939,-77.6077865
Providence County,Rhode Island,39300,"Providence-Warwick, RI-MA",41.8881582,-71.4774291
Pueblo County,Colorado,39380,"Pueblo, CO",38.2528534,-104.4723301
Pulaski County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.75386150000001,-92.2236667
Pulaski County,Virginia,13980,"Blacksburg-Christiansburg-Radford, VA",37.0583986,-80.6770787
Pulaski County,Georgia,47580,"Warner Robins, GA",32.232644,-83.46435509999999
Putnam County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.4351069,-73.7948516
Putnam County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",38.4991939,-81.909826
Putnam County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.690997,-86.8220341
Quebradillas Municipio,Puerto Rico,11640,"Arecibo, PR",18.470959,-66.93425789999999
Queen Anne's County,Maryland,12580,"Baltimore-Columbia-Towson, MD",39.0263572,-76.1319953
Queens County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.7282239,-73.7948516
Racine County,Wisconsin,39540,"Racine, WI",42.76108199999999,-87.6186379
Radford city,Virginia,13980,"Blacksburg-Christiansburg-Radford, VA",37.13179239999999,-80.5764477
Raleigh County,West Virginia,13220,"Beckley, WV",37.7381597,-81.2518833
Ramsey County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.9963986,-93.0615978
Randall County,Texas,11100,"Amarillo, TX",34.9020377,-101.7979613
Randolph County,North Carolina,24660,"Greensboro-High Point, NC",35.7449531,-79.8296743
Rankin County,Mississippi,27140,"Jackson, MS",32.2653668,-89.9253233
Rapides Parish,Louisiana,10780,"Alexandria, LA",31.1461104,-92.539603
Rappahannock County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.6762327,-78.1564432
Ray County,Missouri,28140,"Kansas City, MO-KS",39.3354791,-93.9878427
Rensselaer County,New York,10580,"Albany-Schenectady-Troy, NY",42.673664,-73.55941279999999
Richland County,South Carolina,17900,"Columbia, SC",34.0412165,-80.9428911
Richland County,Ohio,31900,"Mansfield, OH",40.7566723,-82.5185837
Richmond city,Virginia,40060,"Richmond, VA",37.5407246,-77.4360481
Richmond County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.5795317,-74.1502007
Richmond County,Georgia,12260,"Augusta-Richmond County, GA-SC",33.3205339,-82.08429009999999
Riley County,Kansas,31740,"Manhattan, KS",39.3686475,-96.83509989999999
Rincón Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.3402164,-67.2500174
Río Grande Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3786196,-65.83933379999999
Riverside County,California,40140,"Riverside-San Bernardino-Ontario, CA",33.9532966,-117.3961192
Roane County,Tennessee,28940,"Knoxville, TN",35.836117,-84.56414699999999
Roanoke city,Virginia,40220,"Roanoke, VA",37.2709704,-79.9414266
Roanoke County,Virginia,40220,"Roanoke, VA",37.2467123,-80.1205256
Robertson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.5250666,-86.86218269999999
Robertson County,Texas,17780,"College Station-Bryan, TX",31.0080004,-96.49297969999999
